,index,A2P,A2V,A1P,A1V,B1P,B1V,B2P,B2V,Cash,Inventory,Position,Action,Order ID,Price,Volume,Type,Direction
1725,68609,1553100,610,1553000,405,1552600,170,1552400,400,999798192.5900004,1001310.0,"{43780077: (1553000, 5, 0, 0.0)}",No action,,,,,
1726,68649,1552600,600,1552500,100,1552100,500,1552000,600,999798192.5900004,1001310.0,{},Limit Order,43820925,1552500,5,1,-1
1727,68666,1552500,705,1552400,100,1552000,100,1551900,700,999798192.5900004,1001310.0,"{43820925: (1552500, 5, 0, 0.0)}",Cancel Order,43820925,1552500,5,3,-1
1728,68681,1552400,605,1552300,600,1551900,300,1551800,800,999798192.5900004,1001310.0,{},No action,,,,,
1729,68719,1552400,610,1552300,505,1552000,100,1551900,500,999798192.5900004,1001310.0,{},No action,,,,,
1730,68731,1552400,10,1552300,5,1552000,600,1551900,400,999798192.5900004,1001310.0,{},Market Order,43888221,1552000,100,4,1
1731,68757,1552500,500,1552400,110,1551900,400,1551800,801,999813712.5900004,1001210.0,{},Limit Order,43913225,1552400,5,1,-1
1732,68773,1552600,600,1552500,10,1552200,600,1552100,800,999814488.7900004,1001205.0,{},Limit Order,43939957,1552500,5,1,-1
1733,68864,1552700,638,1552600,200,1552200,500,1552100,700,999814488.7900004,1001205.0,{},Limit Order,43963657,1552600,5,1,-1
1734,68893,1552800,500,1552700,110,1552500,100,1552400,500,999815265.0900004,1001200.0,{},Limit Order,43993337,1552700,5,1,-1
1735,68923,1552900,10,1552800,10,1552600,100,1552500,400,999816041.4400004,1001195.0,{},Limit Order,44029169,1552800,5,1,-1
1736,68974,1553200,500,1553100,38,1552900,100,1552800,95,999816817.8400004,1001190.0,{},Limit Order,44062333,1553100,5,1,-1
1737,69003,1553000,500,1552900,200,1552500,100,1552400,500,999816817.8400004,1001190.0,{},Limit Order,44079733,1552900,5,1,-1
1738,69049,1553100,638,1553000,100,1552800,100,1552700,100,999817594.2900004,1001185.0,{},Limit Order,44100597,1553000,5,1,-1
1739,69055,1553100,438,1553000,105,1552800,200,1552700,100,999817594.2900004,1001185.0,"{44100597: (1553000, 5, 100, 0.9523809523809523)}",Limit Order,44116205,1552700,10,1,1
1740,69070,1553300,600,1553100,38,1552900,400,1552800,600,999818370.7900004,1001180.0,{},Limit Order,44132801,1553100,5,1,-1
1741,69122,1552900,500,1552800,400,1552500,100,1552400,600,999818370.7900004,1001180.0,{},Limit Order,44158089,1552800,5,1,-1
1742,69145,1552900,10,1552800,5,1552500,600,1552400,400,999818370.7900004,1001180.0,"{44158089: (1552800, 5, 0, 0.0)}",No action,,,,,
1743,69204,1552600,700,1552500,100,1552200,400,1552100,100,999819147.1900004,1001175.0,{},Limit Order,44217385,1552500,5,1,-1
1744,69231,1552500,105,1552400,200,1552100,400,1552000,500,999819147.1900004,1001175.0,"{44217385: (1552500, 5, 0, 0.0)}",Cancel Order,44217385,1552500,5,3,-1
1745,69273,1552300,800,1552200,200,1551800,1,1551700,600,999819147.1900004,1001175.0,{},Limit Order,44259481,1552200,5,1,-1
1746,69380,1551700,1000,1551600,300,1551300,200,1551200,600,999819147.1900004,1001175.0,{},Limit Order,44291649,1551600,5,1,-1
1747,69426,1551700,500,1551600,5,1551200,200,1551100,900,999819147.1900004,1001175.0,{},Limit Order,44309413,1551700,10,1,-1
1748,69458,1551700,610,1551600,605,1551200,100,1551100,1000,999819147.1900004,1001175.0,{},No action,,,,,
1749,69468,1551700,600,1551600,5,1551200,140,1551100,400,999819147.1900004,1001175.0,{},Limit Order,44343013,1551700,10,1,-1
1750,69482,1551700,610,1551600,5,1551200,140,1551100,1000,999819147.1900004,1001175.0,"{44343013: (1551700, 10, 600, 0.9836065573770492)}",Cancel Order,44343013,1551700,10,3,-1
1751,69505,1551600,505,1551500,1000,1551200,200,1551100,400,999819147.1900004,1001175.0,{},No action,,,,,
1752,69533,1551700,700,1551600,100,1551400,110,1551300,800,999819147.1900004,1001175.0,{},Limit Order,44408781,1551600,5,1,-1
1753,69596,1552000,800,1551900,600,1551500,100,1551400,400,999819922.9900004,1001170.0,{},Limit Order,44429261,1551900,5,1,-1
1754,69638,1552400,600,1552300,1000,1551800,200,1551600,500,999820698.9400004,1001165.0,{},Limit Order,44472117,1552300,5,1,-1
1755,69649,1552300,905,1552200,100,1551800,440,1551600,500,999820698.9400004,1001165.0,"{44472117: (1552300, 5, 900, 0.994475138121547)}",Cancel Order,44472117,1552300,5,3,-1
1756,69654,1552300,700,1552200,105,1551800,340,1551600,500,999820698.9400004,1001165.0,{},Limit Order,44505569,1551600,10,1,1
1757,69736,1552100,100,1552000,128,1551700,400,1551600,610,999820698.9400004,1001165.0,"{44505569: (1551600, 10, 0, 0.0)}",Limit Order,44521913,1552000,5,1,-1
1758,69738,1552100,110,1552000,133,1551700,400,1551600,610,999820698.9400004,1001165.0,"{44505569: (1551600, 10, 0, 0.0), 44521913: (1552000, 5, 128, 0.9624060150375939)}",Cancel Order,44505569,1551600,10,3,1
1759,69785,1552500,500,1552400,100,1552100,100,1552000,500,999821474.9400004,1001160.0,{},Limit Order,44540185,1552400,5,1,-1
1760,69872,1552600,600,1552500,500,1552100,200,1552000,600,999821474.9400004,1001160.0,{},Limit Order,44558077,1552500,5,1,-1
1761,69878,1552600,500,1552500,5,1552100,200,1552000,610,999821474.9400004,1001160.0,"{44558077: (1552500, 5, 0, 0.0)}",Limit Order,44574857,1552600,10,1,-1
1762,69885,1552600,510,1552500,5,1552100,200,1552000,600,999822251.1900004,1001155.0,"{44574857: (1552600, 10, 500, 0.9803921568627451)}",Limit Order,44589765,1552500,5,1,-1
1763,69886,1552600,510,1552500,10,1552100,200,1552000,600,999822251.1900004,1001155.0,"{44574857: (1552600, 10, 500, 0.9803921568627451), 44589765: (1552500, 5, 5, 0.5)}",Cancel Order,44574857,1552600,10,3,-1
1764,69980,1552700,600,1552600,700,1552100,600,1552000,610,999823027.4400004,1001150.0,{},Limit Order,44607097,1552600,5,1,-1
1765,69992,1552700,600,1552600,5,1552200,100,1552100,700,999823027.4400004,1001150.0,"{44607097: (1552600, 5, 0, 0.0)}",Limit Order,44624241,1552700,10,1,-1
1766,70010,1552700,610,1552600,505,1552200,100,1552100,600,999823027.4400004,1001150.0,"{44607097: (1552600, 5, 0, 0.0)}",No action,,,,,
1767,70052,1553100,638,1553000,1000,1552500,800,1552400,600,999823803.7400004,1001145.0,{},Limit Order,44657165,1553000,5,1,-1
1768,70067,1553100,538,1553000,1005,1552500,200,1552400,600,999823803.7400004,1001145.0,"{44657165: (1553000, 5, 1000, 0.9950248756218906)}",No action,,,,,
1769,70077,1553100,538,1553000,1005,1552600,800,1552500,500,999823803.7400004,1001145.0,"{44657165: (1553000, 5, 1000, 0.9950248756218906)}",No action,,,,,
1770,70120,1553400,830,1553300,500,1552900,600,1552800,410,999824580.2400004,1001140.0,{},Limit Order,44728361,1553300,5,1,-1
1771,70193,1553900,700,1553800,900,1553500,100,1553300,800,999825356.8900003,1001135.0,{},Limit Order,44764141,1553800,5,1,-1
1772,70265,1553900,210,1553800,900,1553500,400,1553400,1200,999826133.7900003,1001130.0,{},Limit Order,44787461,1553800,5,1,-1
1773,70288,1553900,710,1553800,905,1553400,100,1553300,600,999826133.7900003,1001130.0,"{44787461: (1553800, 5, 900, 0.994475138121547)}",No action,,,,,
1774,70343,1553500,500,1553400,100,1553000,910,1552900,800,999826133.7900003,1001130.0,{},Limit Order,44857781,1553400,5,1,-1
1775,70352,1553500,110,1553400,35,1553100,10,1553000,900,999826133.7900003,1001130.0,"{44857781: (1553400, 5, 30, 0.8571428571428571)}",No action,,,,,
1776,70365,1553500,500,1553400,35,1553100,10,1553000,1000,999826133.7900003,1001130.0,"{44857781: (1553400, 5, 30, 0.8571428571428571)}",Limit Order,44893293,1553500,10,1,-1
1777,70389,1553400,505,1553300,600,1553000,500,1552900,200,999826133.7900003,1001130.0,{},No action,,,,,
1778,70429,1553600,200,1553500,100,1553200,200,1553100,400,999826133.7900003,1001130.0,{},Limit Order,44929413,1553500,5,1,-1
1779,70454,1553600,210,1553500,105,1553100,600,1553000,1000,999826133.7900003,1001130.0,"{44929413: (1553500, 5, 100, 0.9523809523809523)}",Limit Order,44946853,1553000,100,1,1
1780,70515,1553900,1000,1553800,1500,1553200,500,1553100,1200,999826910.5400003,1001125.0,{},Limit Order,44965241,1553800,5,1,-1
1781,70600,1553500,400,1553400,600,1553000,20,1552800,600,999826910.5400003,1001125.0,{},Limit Order,44985121,1553400,5,1,-1
1782,70627,1553300,500,1553200,500,1552800,200,1552700,600,999826910.5400003,1001125.0,{},Limit Order,45001641,1553200,5,1,-1
1783,70719,1552900,1100,1552800,600,1552500,600,1552400,500,999826910.5400003,1001125.0,{},Limit Order,45031269,1552800,5,1,-1
1784,70753,1552700,500,1552600,200,1552300,400,1552200,800,999826910.5400003,1001125.0,{},Limit Order,45051653,1552600,5,1,-1
1785,70762,1552700,400,1552600,205,1552200,510,1552100,800,999826910.5400003,1001125.0,"{45051653: (1552600, 5, 200, 0.975609756097561)}",Limit Order,45069609,1552700,10,1,-1
1786,70796,1552600,505,1552500,100,1552200,40,1552100,700,999826910.5400003,1001125.0,{},No action,,,,,
1787,70836,1552300,400,1552200,100,1551900,100,1551800,500,999826910.5400003,1001125.0,{},Limit Order,45101925,1552200,5,1,-1
1788,70841,1552300,410,1552200,105,1551800,100,1551700,500,999826910.5400003,1001125.0,"{45101925: (1552200, 5, 100, 0.9523809523809523)}",No action,,,,,
1789,70846,1552300,500,1552200,105,1551800,100,1551700,500,999826910.5400003,1001125.0,"{45101925: (1552200, 5, 100, 0.9523809523809523)}",No action,,,,,
1790,70915,1551800,500,1551700,100,1551300,500,1551200,600,999826910.5400003,1001125.0,{},Limit Order,45157049,1551700,5,1,-1
1791,70959,1551900,700,1551800,200,1551300,500,1551200,610,999827686.3900003,1001120.0,{},Limit Order,45176497,1551800,5,1,-1
1792,70975,1551900,700,1551800,205,1551500,200,1551400,200,999827686.3900003,1001120.0,"{45176497: (1551800, 5, 100, 0.4878048780487805)}",Limit Order,45189341,1551400,10,1,1
1793,71027,1552000,600,1551900,300,1551500,200,1551400,710,999828462.2900003,1001115.0,{},Limit Order,45205477,1551900,5,1,-1
1794,71143,1552700,500,1552600,500,1552200,400,1552100,500,999829238.2400004,1001110.0,{},Limit Order,45236505,1552600,5,1,-1
1795,71156,1552600,505,1552500,900,1552100,400,1552000,400,999829238.2400004,1001110.0,{},No action,,,,,
1796,71172,1552600,600,1552500,1005,1552100,200,1551900,800,999829238.2400004,1001110.0,{},Limit Order,45277497,1552000,500,1,1
1797,71173,1552600,600,1552500,1005,1552100,200,1552000,500,999829238.2400004,1001110.0,"{45277497: (1552000, 500, 0, 0.0)}",Cancel Order,45277497,1552000,500,3,1
1798,71217,1552400,1300,1552300,1000,1551900,100,1551800,1100,999829238.2400004,1001110.0,{},Limit Order,45297417,1552300,5,1,-1
1799,71367,1552500,700,1552400,200,1552200,700,1552100,400,999829238.2400004,1001110.0,{},Limit Order,45323153,1552400,5,1,-1
1800,71412,1552700,800,1552600,500,1552200,700,1552100,600,999830014.4400004,1001105.0,{},Limit Order,45351073,1552600,5,1,-1
1801,71425,1552700,910,1552600,105,1552200,700,1552100,600,999830014.4400004,1001105.0,"{45351073: (1552600, 5, 0, 0.0)}",Limit Order,45368373,1552600,600,1,-1
1802,71428,1552700,910,1552600,705,1552300,200,1552200,1200,999830014.4400004,1001105.0,"{45351073: (1552600, 5, 0, 0.0), 45368373: (1552600, 600, 105, 0.14893617021276595)}",Cancel Order,45368373,1552600,600,3,-1
1803,71454,1552800,700,1552700,310,1552500,619,1552400,500,999830790.7400004,1001100.0,{},Limit Order,45381361,1552700,5,1,-1
1804,71487,1553100,400,1553000,100,1552600,600,1552500,1119,999831567.0900004,1001095.0,{},Limit Order,45397549,1553000,5,1,-1
1805,71493,1553100,400,1553000,205,1552700,100,1552600,600,999831567.0900004,1001095.0,"{45397549: (1553000, 5, 100, 0.4878048780487805)}",Limit Order,45419809,1552600,10,1,1
1806,71520,1553300,500,1553200,300,1552900,1200,1552800,900,999832343.5900004,1001090.0,{},Limit Order,45439025,1553200,5,1,-1
1807,71572,1553500,800,1553400,1000,1552900,400,1552800,716,999833120.1900004,1001085.0,{},Limit Order,45454169,1553400,5,1,-1
1808,71591,1553500,800,1553400,405,1553000,100,1552900,500,999833120.1900004,1001085.0,"{45454169: (1553400, 5, 0, 0.0)}",Limit Order,45468105,1553500,10,1,-1
1809,71606,1553500,210,1553400,5,1553000,700,1552900,500,999833120.1900004,1001085.0,"{45454169: (1553400, 5, 0, 0.0), 45468105: (1553500, 10, 200, 0.9523809523809523)}",No action,,,,,
1810,71638,1553500,810,1553400,505,1552900,600,1552800,600,999833120.1900004,1001085.0,{},No action,,,,,
1811,71655,1553400,705,1553300,300,1552900,200,1552800,600,999833120.1900004,1001085.0,{},No action,,,,,
1812,71707,1553100,600,1553000,200,1552700,700,1552600,802,999833120.1900004,1001085.0,{},Limit Order,45554017,1553000,5,1,-1
1813,71729,1553300,500,1553200,100,1552800,400,1552700,600,999833896.6900004,1001080.0,{},Limit Order,45572765,1553200,5,1,-1
1814,71759,1553300,600,1553200,105,1552800,100,1552700,700,999833896.6900004,1001080.0,"{45572765: (1553200, 5, 100, 0.9523809523809523)}",Limit Order,45593533,1552700,10,1,1
1815,71802,1553300,500,1553200,5,1552900,200,1552800,800,999833896.6900004,1001080.0,"{45572765: (1553200, 5, 0, 0.0)}",Limit Order,45613909,1553300,10,1,-1
1816,71823,1553200,605,1553100,1100,1552800,100,1552700,300,999833896.6900004,1001080.0,"{45572765: (1553200, 5, 0, 0.0)}",Cancel Order,45572765,1553200,5,3,-1
1817,71839,1553200,600,1553100,5,1552900,300,1552800,100,999833896.6900004,1001080.0,{},Limit Order,45640461,1552800,10,1,1
1818,71841,1553200,100,1553100,5,1552900,300,1552800,110,999833896.6900004,1001080.0,"{45640461: (1552800, 10, 100, 0.9090909090909091)}",Limit Order,45652621,1553200,10,1,-1
1819,71842,1553200,110,1553100,5,1552900,300,1552800,110,999833896.6900004,1001080.0,"{45640461: (1552800, 10, 100, 0.9090909090909091), 45652621: (1553200, 10, 100, 0.9090909090909091)}",Cancel Order,45640461,1552800,10,3,1
1820,71861,1553200,110,1553100,5,1552900,2100,1552800,600,999833896.6900004,1001080.0,"{45652621: (1553200, 10, 100, 0.9090909090909091)}",Cancel Order,45652621,1553200,10,3,-1
1821,71928,1553400,1100,1553300,1200,1552900,2100,1552800,710,999833896.6900004,1001080.0,{},Limit Order,45706509,1553300,5,1,-1
1822,71986,1553200,700,1553100,500,1552600,202,1552500,819,999833896.6900004,1001080.0,{},Limit Order,45732645,1553100,5,1,-1
1823,72024,1553400,800,1553300,100,1553000,50,1552900,500,999834673.2400004,1001075.0,{},Limit Order,45745949,1553300,5,1,-1
1824,72045,1553400,910,1553300,605,1552800,600,1552700,800,999834673.2400004,1001075.0,"{45745949: (1553300, 5, 0, 0.0)}",No action,,,,,
1825,72066,1553300,605,1553200,1200,1552800,200,1552700,600,999834673.2400004,1001075.0,{},No action,,,,,
1826,72111,1552900,500,1552800,200,1552500,157,1552400,500,999834673.2400004,1001075.0,{},Limit Order,45794061,1552800,5,1,-1
1827,72206,1552500,700,1552400,100,1552200,200,1552000,700,999834673.2400004,1001075.0,{},Limit Order,45829197,1552400,5,1,-1
1828,72241,1552900,600,1552800,500,1552400,119,1552300,700,999835449.4400004,1001070.0,{},Limit Order,45849265,1552800,5,1,-1
1829,72255,1552700,700,1552600,100,1552300,100,1552200,600,999835449.4400004,1001070.0,{},Limit Order,45869425,1552600,5,1,-1
1830,72272,1552700,700,1552600,105,1552200,500,1552100,500,999835449.4400004,1001070.0,"{45869425: (1552600, 5, 0, 0.0)}",Limit Order,45891413,1552200,600,1,1
1831,72284,1552700,700,1552600,5,1552400,100,1552300,500,999835449.4400004,1001070.0,"{45869425: (1552600, 5, 0, 0.0)}",No action,,,,,
1832,72307,1552800,600,1552700,500,1552400,100,1552300,400,999836225.7400004,1001065.0,{},Limit Order,45919777,1552700,5,1,-1
1833,72340,1553000,900,1552900,200,1552600,400,1552500,900,999837002.0900004,1001060.0,{},Limit Order,45936581,1552900,5,1,-1
1834,72358,1552900,705,1552800,100,1552500,300,1552400,800,999837002.0900004,1001060.0,"{45936581: (1552900, 5, 200, 0.28368794326241137)}",Cancel Order,45936581,1552900,5,3,-1
1835,72366,1552900,910,1552800,605,1552400,400,1552300,400,999837002.0900004,1001060.0,{},No action,,,,,
1836,72445,1552200,1200,1552100,1000,1551700,200,1551600,500,999837002.0900004,1001060.0,{},Limit Order,46010977,1552100,5,1,-1
1837,72462,1552200,1300,1552100,1105,1551600,300,1551500,700,999837002.0900004,1001060.0,"{46010977: (1552100, 5, 1000, 0.9049773755656109)}",No action,,,,,
1838,72477,1552100,1105,1552000,100,1551700,100,1551600,600,999837002.0900004,1001060.0,{},No action,,,,,
1839,72530,1552000,605,1551900,100,1551600,300,1551500,200,999837002.0900004,1001060.0,{},No action,,,,,
1840,72564,1551900,705,1551800,200,1551500,200,1551400,301,999837002.0900004,1001060.0,{},No action,,,,,
1841,72656,1552200,500,1552100,1000,1551700,200,1551600,500,999837002.0900004,1001060.0,{},Limit Order,46134593,1552100,5,1,-1
1842,72683,1552400,400,1552300,200,1552000,100,1551900,1100,999837778.1400003,1001055.0,{},Limit Order,46155653,1552300,5,1,-1
1843,72690,1552400,400,1552300,205,1552000,200,1551900,710,999837778.1400003,1001055.0,"{46155653: (1552300, 5, 200, 0.975609756097561)}",Limit Order,46171285,1552400,10,1,-1
1844,72698,1552400,10,1552300,170,1552100,200,1552000,100,999837778.1400003,1001055.0,"{46155653: (1552300, 5, 165, 0.9705882352941176), 46171285: (1552400, 10, 0, 0.0)}",Market Order,46177009,1552100,100,4,1
1845,72733,1552000,100,1551900,100,1551700,200,1551600,500,999853299.1400003,1000955.0,{},Limit Order,46204345,1551900,5,1,-1
1846,72766,1551900,1000,1551800,500,1551300,800,1551200,632,999854075.0900004,1000950.0,{},Limit Order,46220421,1551800,5,1,-1
1847,72812,1551800,704,1551600,2,1551400,100,1551300,800,999854230.2700003,1000949.0,{},No action,,,,,
1848,72822,1551800,710,1551600,5,1551400,100,1551300,200,999854230.2700003,1000949.0,{},Limit Order,46250249,1551300,500,1,1
1849,72842,1551900,500,1551800,10,1551600,100,1551500,100,999854230.2700003,1000949.0,{},Limit Order,46257269,1551800,5,1,-1
1850,72872,1552100,500,1552000,200,1551800,100,1551700,800,999855006.1700003,1000944.0,{},Limit Order,46272837,1552000,5,1,-1
1851,72911,1552600,700,1552500,700,1552100,300,1552000,600,999855782.1700003,1000939.0,{},Limit Order,46289273,1552500,5,1,-1
1852,72951,1552600,610,1552500,5,1552300,200,1552200,100,999855782.1700003,1000939.0,"{46289273: (1552500, 5, 0, 0.0)}",Market Order,46307313,1552300,100,4,1
1853,72987,1552700,500,1552600,13,1552400,100,1552300,800,999871305.1700003,1000839.0,{},Limit Order,46341021,1552600,5,1,-1
1854,72998,1552700,1100,1552600,8,1552400,100,1552300,200,999871305.1700003,1000839.0,"{46341021: (1552600, 5, 3, 0.375)}",Limit Order,46357381,1552700,10,1,-1
1855,73026,1553100,500,1553000,550,1552500,600,1552400,800,999873634.1700003,1000824.0,{},Limit Order,46385713,1553000,5,1,-1
1856,73089,1553300,600,1553200,15,1552800,500,1552700,700,999874410.6700003,1000819.0,{},Limit Order,46412837,1553200,5,1,-1
1857,73117,1553300,610,1553200,520,1552900,200,1552800,1030,999874410.6700003,1000819.0,"{46412837: (1553200, 5, 15, 0.028846153846153848)}",No action,,,,,
1858,73142,1553300,610,1553200,20,1553000,200,1552800,1030,999874410.6700003,1000819.0,"{46412837: (1553200, 5, 15, 0.75)}",Market Order,46441209,1553000,100,4,1
1859,73175,1553300,710,1553200,720,1552800,30,1552700,600,999889940.6700003,1000719.0,"{46412837: (1553200, 5, 15, 0.020833333333333332)}",No action,,,,,
1860,73189,1553300,700,1553200,620,1552800,530,1552700,700,999889940.6700003,1000719.0,"{46412837: (1553200, 5, 15, 0.024193548387096774)}",Limit Order,46482565,1553300,10,1,-1
1861,73250,1553600,600,1553500,200,1553200,100,1553100,800,999892270.5700003,1000704.0,{},Limit Order,46515885,1553500,5,1,-1
1862,73310,1553500,605,1553400,1200,1553000,100,1552900,700,999892270.5700003,1000704.0,{},No action,,,,,
1863,73338,1553300,600,1553200,700,1552600,400,1552500,720,999892270.5700003,1000704.0,{},Limit Order,46560229,1553200,5,1,-1
1864,73362,1553100,1300,1553000,1200,1552600,300,1552500,20,999892270.5700003,1000704.0,{},Limit Order,46576933,1553000,5,1,-1
1865,73380,1552900,800,1552800,600,1552500,30,1552400,800,999892270.5700003,1000704.0,{},Limit Order,46592669,1552800,5,1,-1
1866,73420,1552800,805,1552700,600,1552200,200,1552100,600,999892270.5700003,1000704.0,{},No action,,,,,
1867,73452,1552600,1000,1552500,1000,1552200,200,1552100,600,999892270.5700003,1000704.0,{},Limit Order,46646589,1552500,5,1,-1
1868,73521,1552500,1205,1552400,100,1552100,100,1552000,300,999892270.5700003,1000704.0,{},No action,,,,,
1869,73542,1552500,1210,1552400,505,1552100,310,1552000,900,999892270.5700003,1000704.0,{},No action,,,,,
1870,73582,1552500,1210,1552400,455,1552100,200,1552000,50,999892270.5700003,1000704.0,{},Limit Order,46712665,1552000,500,1,1
1871,73586,1552400,455,1552300,710,1552100,200,1552000,550,999892270.5700003,1000704.0,"{46712665: (1552000, 500, 50, 0.09090909090909091)}",Cancel Order,46712665,1552000,500,3,1
1872,73605,1552500,1110,1552400,55,1552200,100,1552100,200,999892270.5700003,1000704.0,{},No action,,,,,
1873,73620,1552700,600,1552500,10,1552300,500,1552200,800,999892270.5700003,1000704.0,{},Limit Order,46741345,1552500,5,1,-1
1874,73673,1552900,700,1552800,400,1552400,200,1552300,400,999893046.8200003,1000699.0,{},Limit Order,46760465,1552800,5,1,-1
1875,73695,1552900,710,1552800,405,1552300,600,1552200,900,999893046.8200003,1000699.0,{},No action,,,,,
1876,73728,1552900,810,1552800,10,1552500,500,1552400,700,999893046.8200003,1000699.0,{},Limit Order,46795525,1552800,5,1,-1
1877,73757,1552700,600,1552600,6,1552300,100,1552200,600,999893046.8200003,1000699.0,{},Limit Order,46811793,1552600,5,1,-1
1878,73814,1552800,1100,1552700,200,1552400,200,1552300,500,999893823.1200002,1000694.0,{},Limit Order,46828597,1552700,5,1,-1
1879,73876,1552800,1210,1552700,405,1552500,100,1552400,100,999893823.1200002,1000694.0,{},Limit Order,46852965,1552400,400,1,1
1880,73902,1552900,100,1552800,10,1552600,100,1552500,600,999893823.1200002,1000694.0,{},Limit Order,46864769,1552800,5,1,-1
1881,73945,1553000,700,1552900,610,1552500,600,1552400,800,999894599.5200002,1000689.0,{},Limit Order,46881797,1552900,5,1,-1
1882,73980,1553000,700,1552900,5,1552600,100,1552500,600,999894599.5200002,1000689.0,"{46881797: (1552900, 5, 0, 0.0)}",Limit Order,46905001,1552600,100,1,1
1883,73988,1553000,100,1552900,5,1552700,200,1552600,600,999894599.5200002,1000689.0,"{46881797: (1552900, 5, 0, 0.0), 46905001: (1552600, 100, 0, 0.0)}",No action,,,,,
1884,73998,1553000,100,1552900,5,1552700,100,1552600,100,999894599.5200002,1000689.0,"{46881797: (1552900, 5, 0, 0.0), 46905001: (1552600, 100, 0, 0.0)}",Limit Order,46932285,1552600,10,1,1
1885,74024,1553200,100,1553100,12,1552900,100,1552800,500,999895375.9700003,1000684.0,{},Limit Order,46952509,1553100,5,1,-1
1886,74047,1553200,610,1553100,717,1552800,100,1552700,300,999895375.9700003,1000684.0,"{46952509: (1553100, 5, 12, 0.016736401673640166)}",No action,,,,,
1887,74131,1552500,500,1552400,200,1552200,100,1552100,800,999895375.9700003,1000684.0,{},Limit Order,46996381,1552100,10,1,1
1888,74152,1552700,500,1552600,300,1552200,600,1552100,810,999895375.9700003,1000684.0,{},Limit Order,47007985,1552600,5,1,-1
1889,74166,1552800,700,1552600,5,1552300,1100,1552200,600,999895375.9700003,1000684.0,"{47007985: (1552600, 5, 0, 0.0)}",No action,,,,,
1890,74234,1552600,605,1552500,800,1552100,200,1552000,1100,999895375.9700003,1000684.0,{},No action,,,,,
1891,74251,1552600,700,1552500,305,1552200,100,1552100,700,999895375.9700003,1000684.0,{},No action,,,,,
1892,74269,1552700,700,1552600,200,1552300,100,1552200,600,999895375.9700003,1000684.0,{},Limit Order,47059373,1552600,5,1,-1
1893,74281,1552700,700,1552600,205,1552200,100,1552100,700,999895375.9700003,1000684.0,"{47059373: (1552600, 5, 100, 0.4878048780487805)}",Limit Order,47072497,1552700,10,1,-1
1894,74316,1552700,710,1552600,605,1552300,100,1552200,1100,999895375.9700003,1000684.0,"{47059373: (1552600, 5, 100, 0.1652892561983471)}",No action,,,,,
1895,74398,1552100,800,1552000,800,1551500,925,1551400,700,999895375.9700003,1000684.0,{},Limit Order,47129693,1552000,5,1,-1
1896,74447,1552400,750,1552300,700,1552000,200,1551900,400,999896151.9700003,1000679.0,{},Limit Order,47151441,1552300,5,1,-1
1897,74454,1552400,660,1552300,205,1552000,200,1551800,650,999896151.9700003,1000679.0,"{47151441: (1552300, 5, 200, 0.975609756097561)}",No action,,,,,
1898,74460,1552400,650,1552300,205,1552000,300,1551800,650,999896151.9700003,1000679.0,"{47151441: (1552300, 5, 200, 0.975609756097561)}",Limit Order,47178345,1552300,400,1,-1
1899,74473,1552400,650,1552300,705,1552000,300,1551900,700,999896151.9700003,1000679.0,"{47151441: (1552300, 5, 200, 0.28368794326241137), 47178345: (1552300, 400, 205, 0.2907801418439716)}",Cancel Order,47178345,1552300,400,3,-1
1900,74481,1552400,650,1552300,205,1552100,100,1552000,200,999896151.9700003,1000679.0,"{47151441: (1552300, 5, 200, 0.975609756097561)}",Limit Order,47192017,1552400,10,1,-1
1901,74531,1552300,1305,1552200,700,1551900,200,1551800,350,999896151.9700003,1000679.0,{},No action,,,,,
1902,74589,1552600,600,1552500,100,1552300,200,1552200,700,999896151.9700003,1000679.0,{},Limit Order,47242433,1552500,5,1,-1
1903,74666,1552100,600,1552000,100,1551800,350,1551700,700,999896151.9700003,1000679.0,{},Limit Order,47262361,1552000,5,1,-1
1904,74676,1552100,600,1552000,105,1551800,350,1551700,500,999896151.9700003,1000679.0,"{47262361: (1552000, 5, 100, 0.9523809523809523)}",Limit Order,47278653,1552100,10,1,-1
1905,74703,1552200,400,1552100,110,1551800,450,1551700,700,999896927.9700003,1000674.0,{},Limit Order,47295021,1552100,5,1,-1
1906,74714,1552200,400,1552100,605,1551800,350,1551700,710,999896927.9700003,1000674.0,"{47295021: (1552100, 5, 100, 0.1652892561983471)}",No action,,,,,
1907,74744,1552500,700,1552400,100,1552200,100,1552100,50,999897704.0200002,1000669.0,{},Limit Order,47321949,1552400,5,1,-1
1908,74779,1552500,700,1552400,105,1552100,60,1552000,400,999897704.0200002,1000669.0,{},No action,,,,,
1909,74787,1552500,700,1552400,5,1552200,200,1552100,550,999897704.0200002,1000669.0,{},Limit Order,47350425,1552100,10,1,1
1910,74809,1552800,100,1552700,100,1552400,500,1552300,600,999897704.0200002,1000669.0,{},Limit Order,47363185,1552700,5,1,-1
1911,74814,1552800,710,1552700,105,1552200,800,1552100,1050,999897704.0200002,1000669.0,"{47363185: (1552700, 5, 100, 0.9523809523809523)}",Limit Order,47379001,1552100,10,1,1
1912,74837,1552700,105,1552600,100,1552300,200,1552200,1020,999897704.0200002,1000669.0,"{47363185: (1552700, 5, 100, 0.9523809523809523)}",Cancel Order,47363185,1552700,5,3,-1
