,index,A2P,A2V,A1P,A1V,B1P,B1V,B2P,B2V,Cash,Inventory,Position,Action,Order ID,Price,Volume,Type,Direction
221,10686,1546500,700,1546400,400,1545900,200,1545800,100,1000167696.5199999,998922.0,{},Market Order,14237501,1545900,50,4,1
222,10766,1546900,500,1546800,100,1546500,10,1546400,800,1000175426.0199999,998872.0,{},No action,,,,,
223,10814,1546800,1000,1546700,600,1546000,400,1545900,600,1000175426.0199999,998872.0,{},No action,,,,,
224,10836,1546800,800,1546700,505,1546300,100,1546100,500,1000175426.0199999,998872.0,{},Limit Order,14364909,1546300,100,1,1
225,10883,1546900,500,1546700,50,1546400,600,1546300,600,1000159963.0199999,998972.0,{},No action,,,,,
226,10933,1546800,100,1546700,200,1546500,200,1546400,600,1000159963.0199999,998972.0,{},No action,,,,,
227,10996,1546800,600,1546700,700,1546100,400,1546000,400,1000159963.0199999,998972.0,{},Limit Order,14439605,1546100,11,1,1
228,10997,1546800,600,1546700,700,1546100,411,1546000,400,1000159963.0199999,998972.0,"{14439605: (1546100, 11, 400, 0.9732360097323601)}",No action,,,,,
229,11001,1546800,600,1546700,700,1546100,411,1546000,400,1000159963.0199999,998972.0,"{14439605: (1546100, 11, 400, 0.9732360097323601)}",Limit Order,14469793,1546500,100,1,-1
230,11080,1546800,700,1546700,100,1546200,300,1546100,511,1000175428.0199999,998872.0,{},Limit Order,14482265,1546700,400,1,-1
231,11087,1546800,700,1546700,500,1546200,900,1546100,511,1000175428.0199999,998872.0,"{14482265: (1546700, 400, 100, 0.2)}",Cancel Order,14482265,1546700,400,3,-1
232,11199,1546400,500,1546300,300,1545900,300,1545800,500,1000175428.0199999,998872.0,{},No action,,,,,
233,11215,1546600,905,1546300,200,1545900,700,1545800,500,1000175428.0199999,998872.0,{},Market Order,14500697,1546300,200,4,-1
234,11279,1547000,10,1546900,200,1546700,200,1546300,500,1000144502.0199999,999072.0,{},Market Order,14550745,1546700,100,4,1
235,11286,1547000,10,1546900,100,1546300,300,1546200,700,1000159969.0199999,998972.0,{},Limit Order,14594453,1547000,600,1,-1
236,11288,1547000,610,1546900,200,1546300,300,1546200,700,1000159969.0199999,998972.0,"{14594453: (1547000, 600, 10, 0.01639344262295082)}",Cancel Order,14594453,1547000,600,3,-1
237,11348,1547400,500,1547300,200,1546900,200,1546800,500,1000159969.0199999,998972.0,{},No action,,,,,
238,11437,1548300,800,1548200,1000,1547600,500,1547500,600,1000159969.0199999,998972.0,{},No action,,,,,
239,11493,1548200,600,1548100,700,1547500,500,1547400,400,1000159969.0199999,998972.0,{},No action,,,,,
240,11500,1548200,600,1548100,700,1547600,100,1547500,200,1000159969.0199999,998972.0,{},Limit Order,14686613,1548000,1000,1,-1
241,11584,1548400,700,1548300,100,1547900,100,1547800,400,1000159969.0199999,998972.0,{},No action,,,,,
242,11718,1548800,500,1548600,100,1548100,500,1548000,900,1000159969.0199999,998972.0,{},No action,,,,,
243,11727,1548800,538,1548700,500,1548100,405,1548000,300,1000159969.0199999,998972.0,{},Market Order,14710301,1548100,200,4,1
244,11758,1548600,400,1548500,500,1547900,150,1547800,400,1000190931.0199999,998772.0,{},No action,,,,,
245,11780,1548500,500,1548300,200,1547900,150,1547800,500,1000190931.0199999,998772.0,{},No action,,,,,
246,11797,1548600,400,1548500,500,1547900,550,1547800,500,1000190931.0199999,998772.0,{},Limit Order,14821633,1548600,100,1,-1
247,11810,1548700,600,1548600,500,1548100,1000,1548000,1000,1000190931.0199999,998772.0,"{14821633: (1548600, 100, 400, 0.8)}",No action,,,,,
248,11831,1548800,500,1548600,300,1548300,50,1548200,500,1000190931.0199999,998772.0,"{14821633: (1548600, 100, 0, 0.0)}",No action,,,,,
249,11841,1548900,700,1548600,310,1548300,50,1548200,500,1000204868.4199998,998682.0,"{14821633: (1548600, 10, 0, 0.0)}",No action,,,,,
250,11860,1548700,400,1548600,210,1548200,1132,1548100,700,1000204868.4199998,998682.0,"{14821633: (1548600, 10, 0, 0.0)}",Limit Order,14890809,1548200,100,1,1
251,11861,1548700,400,1548600,210,1548200,1232,1548100,700,1000204868.4199998,998682.0,"{14821633: (1548600, 10, 0, 0.0), 14890809: (1548200, 100, 1132, 0.9188311688311688)}",Cancel Order,14821633,1548600,10,3,-1
252,11867,1548800,400,1548600,200,1548300,1015,1548200,1232,1000204868.4199998,998682.0,"{14890809: (1548200, 100, 1132, 0.9188311688311688)}",Cancel Order,14890809,1548200,100,3,1
253,11941,1548400,900,1548300,100,1547800,400,1547700,600,1000204868.4199998,998682.0,{},Limit Order,14910913,1547800,100,1,1
254,11995,1547800,700,1547700,100,1547400,100,1547300,404,1000189390.4199998,998782.0,{},No action,,,,,
255,12033,1547600,800,1547400,100,1547000,413,1546900,732,1000189390.4199998,998782.0,{},No action,,,,,
256,12106,1547300,600,1547100,300,1546900,200,1546700,700,1000189390.4199998,998782.0,{},Limit Order,14988829,1546900,200,1,1
257,12144,1547700,800,1547600,1100,1546900,400,1546800,624,1000189390.4199998,998782.0,"{14988829: (1546900, 200, 200, 0.5)}",No action,,,,,
258,12230,1546900,800,1546800,500,1546400,105,1546300,600,1000158452.4199998,998982.0,{},No action,,,,,
259,12294,1546600,1000,1546500,400,1546000,100,1545900,750,1000158452.4199998,998982.0,{},No action,,,,,
260,12308,1546700,500,1546600,1000,1546100,100,1546000,200,1000158452.4199998,998982.0,{},Limit Order,15062013,1546100,100,1,1
261,12319,1547000,700,1546900,906,1546200,1032,1546100,700,1000158452.4199998,998982.0,"{15062013: (1546100, 100, 100, 0.14285714285714285)}",Cancel Order,15062013,1546100,100,3,1
262,12347,1547200,500,1547100,700,1546300,1200,1546200,400,1000158452.4199998,998982.0,{},Limit Order,15089661,1547000,9,1,-1
263,12374,1547100,1000,1547000,9,1546400,600,1546300,900,1000158452.4199998,998982.0,"{15089661: (1547000, 9, 0, 0.0)}",No action,,,,,
264,12399,1546900,620,1546800,200,1546400,200,1546300,700,1000158452.4199998,998982.0,{},Limit Order,15139213,1546700,9,1,-1
265,12450,1547300,700,1547200,100,1546900,100,1546800,600,1000159844.4499998,998973.0,{},Limit Order,15157209,1546900,100,1,1
266,12459,1547400,800,1547300,100,1546900,500,1546800,600,1000159844.4499998,998973.0,"{15157209: (1546900, 100, 100, 0.2)}",Cancel Order,15157209,1546900,100,3,1
267,12487,1547300,600,1547200,200,1546900,300,1546800,600,1000159844.4499998,998973.0,{},No action,,,,,
268,12579,1547200,500,1547100,700,1546600,100,1546500,900,1000159844.4499998,998973.0,{},Limit Order,15207617,1546600,200,1,1
269,12659,1547200,600,1547100,540,1546600,1000,1546500,900,1000159844.4499998,998973.0,{},Limit Order,15227445,1546800,10,1,1
270,12668,1547300,400,1547200,740,1546800,110,1546700,500,1000159844.4499998,998973.0,"{15227445: (1546800, 10, 0, 0.0)}",Cancel Order,15227445,1546800,10,3,1
271,12815,1546300,200,1546200,154,1546100,250,1546000,300,1000159844.4499998,998973.0,{},Market Order,15256873,1546200,54,4,-1
272,12849,1546600,300,1546500,100,1546100,350,1546000,800,1000151494.9699998,999027.0,{},Market Order,15271813,1546500,100,4,-1
273,12896,1547000,500,1546900,100,1546500,300,1546400,500,1000136029.9699998,999127.0,{},No action,,,,,
274,12923,1546500,100,1546400,100,1546100,550,1546000,700,1000136029.9699998,999127.0,{},No action,,,,,
275,12936,1546800,700,1546700,100,1546200,200,1546100,750,1000136029.9699998,999127.0,{},Limit Order,15344941,1546700,600,1,-1
276,12941,1546800,700,1546700,700,1546400,10,1546300,500,1000136029.9699998,999127.0,"{15344941: (1546700, 600, 100, 0.14285714285714285)}",Cancel Order,15344941,1546700,600,3,-1
277,12982,1546900,700,1546800,800,1546500,100,1546300,700,1000136029.9699998,999127.0,{},Limit Order,15359457,1546600,100,1,-1
278,12987,1546700,500,1546600,100,1546500,98,1546300,200,1000136029.9699998,999127.0,"{15359457: (1546600, 100, 0, 0.0)}",Cancel Order,15359457,1546600,100,3,-1
279,13052,1546900,600,1546800,800,1546100,300,1546000,600,1000136029.9699998,999127.0,{},No action,,,,,
280,13093,1546900,500,1546800,700,1546300,500,1546200,1132,1000136029.9699998,999127.0,{},No action,,,,,
281,13111,1546900,500,1546800,200,1546400,400,1546300,500,1000136029.9699998,999127.0,{},No action,,,,,
282,13191,1547700,700,1547600,200,1547200,1,1547100,700,1000136029.9699998,999127.0,{},No action,,,,,
283,13214,1547700,500,1547600,100,1547200,210,1547100,400,1000136029.9699998,999127.0,{},No action,,,,,
284,13252,1547700,600,1547600,500,1547200,100,1547100,257,1000136029.9699998,999127.0,{},No action,,,,,
285,13320,1548200,700,1548100,250,1547600,100,1547500,1121,1000136029.9699998,999127.0,{},No action,,,,,
286,13338,1548200,800,1548100,650,1547400,500,1547300,500,1000136029.9699998,999127.0,{},No action,,,,,
287,13351,1548200,800,1548100,250,1547600,200,1547500,600,1000136029.9699998,999127.0,{},Market Order,15208257,1548100,150,4,-1
288,13440,1549100,600,1549000,400,1548400,400,1548300,500,1000112808.4699998,999277.0,{},No action,,,,,
289,13463,1549100,400,1549000,100,1548600,600,1548500,670,1000112808.4699998,999277.0,{},No action,,,,,
290,13604,1549800,600,1549700,1200,1549300,100,1549200,200,1000112808.4699998,999277.0,{},Limit Order,15617853,1549200,500,1,1
291,13670,1549900,500,1549800,300,1549400,400,1549300,700,1000112808.4699998,999277.0,{},Limit Order,15642445,1549500,8,1,1
292,13671,1549900,500,1549800,300,1549500,8,1549400,400,1000112808.4699998,999277.0,"{15642445: (1549500, 8, 0, 0.0)}",Cancel Order,15642445,1549500,8,3,1
293,13698,1550100,500,1550000,1827,1549600,400,1549500,1200,1000112808.4699998,999277.0,{},Limit Order,15669057,1550000,100,1,-1
294,13701,1550000,1927,1549900,10,1549500,1200,1549400,900,1000112808.4699998,999277.0,"{15669057: (1550000, 100, 1827, 0.9481058640373637)}",Cancel Order,15669057,1550000,100,3,-1
295,13756,1550100,600,1550000,488,1549600,700,1549500,400,1000112808.4699998,999277.0,{},Market Order,15130793,1550000,388,4,-1
296,13804,1550100,606,1550000,600,1549400,400,1549300,506,1000052668.4699998,999665.0,{},No action,,,,,
297,13824,1550100,600,1550000,200,1549500,200,1549400,400,1000052668.4699998,999665.0,{},Limit Order,15727721,1550000,500,1,-1
298,13825,1550100,600,1550000,700,1549500,200,1549400,400,1000052668.4699998,999665.0,"{15727721: (1550000, 500, 200, 0.2857142857142857)}",Cancel Order,15727721,1550000,500,3,-1
299,13839,1550000,219,1549900,100,1549500,700,1549400,700,1000052668.4699998,999665.0,{},No action,,,,,
300,13867,1550000,819,1549900,500,1549500,200,1549400,700,1000052668.4699998,999665.0,{},No action,,,,,
301,13884,1550000,260,1549900,100,1549600,500,1549500,700,1000052668.4699998,999665.0,{},No action,,,,,
302,13927,1549900,439,1549800,100,1549500,300,1549400,700,1000052668.4699998,999665.0,{},Limit Order,15819529,1549500,400,1,1
303,13951,1550100,500,1550000,119,1549600,100,1549500,600,1000052668.4699998,999665.0,{},Limit Order,15837469,1549600,100,1,1
304,14032,1549800,600,1549600,10,1549500,100,1549400,400,1000037172.4699998,999765.0,{},Market Order,15848517,1549500,100,4,1
305,14128,1549900,800,1549800,500,1549400,600,1549300,438,1000052667.4699998,999665.0,{},No action,,,,,
306,14222,1549300,600,1549200,400,1548600,700,1548500,700,1000052667.4699998,999665.0,{},Limit Order,15921549,1549100,100,1,-1
307,14301,1548200,500,1548100,400,1547700,500,1547600,538,1000052667.4699998,999665.0,{},No action,,,,,
308,14349,1547900,200,1547800,200,1547400,300,1547300,700,1000052667.4699998,999665.0,{},Market Order,15963305,1547800,100,4,-1
309,14398,1548500,600,1548400,700,1547900,200,1547800,500,1000037189.4699998,999765.0,{},Limit Order,16001693,1548300,100,1,-1
310,14408,1548400,700,1548300,100,1547800,600,1547700,600,1000037189.4699998,999765.0,"{16001693: (1548300, 100, 0, 0.0)}",Cancel Order,16001693,1548300,100,3,-1
311,14455,1549000,621,1548900,600,1548400,700,1548300,800,1000037189.4699998,999765.0,{},No action,,,,,
312,14495,1549400,500,1549300,100,1548900,200,1548800,100,1000037189.4699998,999765.0,{},No action,,,,,
313,14511,1549400,700,1549300,700,1548800,200,1548700,500,1000037189.4699998,999765.0,{},No action,,,,,
314,14541,1549400,700,1549300,500,1548800,200,1548700,700,1000037189.4699998,999765.0,{},No action,,,,,
315,14694,1547500,100,1547400,100,1547000,888,1546900,500,1000037189.4699998,999765.0,{},No action,,,,,
316,14738,1547500,600,1547400,400,1547000,1100,1546900,700,1000037189.4699998,999765.0,{},No action,,,,,
317,14770,1547400,1100,1547200,100,1546900,200,1546800,201,1000037189.4699998,999765.0,{},Limit Order,16201973,1546900,200,1,1
318,14822,1547900,100,1547800,100,1547400,200,1547300,600,1000037189.4699998,999765.0,{},Limit Order,16218601,1547900,400,1,-1
319,14880,1547500,500,1547400,1000,1546900,200,1546800,501,1000037189.4699998,999765.0,{},Limit Order,16236889,1546800,100,1,1
320,14886,1547600,600,1547500,500,1546900,100,1546800,801,1000037189.4699998,999765.0,"{16236889: (1546800, 100, 101, 0.12609238451935081)}",Cancel Order,16236889,1546800,100,3,1
321,14938,1547000,500,1546900,100,1546400,911,1546300,520,1000037189.4699998,999765.0,{},No action,,,,,
322,15028,1547500,600,1547400,300,1547000,500,1546900,600,1000037189.4699998,999765.0,{},No action,,,,,
323,15132,1547800,500,1547700,200,1547200,500,1547100,700,1000037189.4699998,999765.0,{},No action,,,,,
324,15143,1547800,100,1547700,200,1547300,102,1547200,500,1000037189.4699998,999765.0,{},Market Order,16266829,1547700,100,4,-1
325,15206,1548400,400,1548300,8652,1548100,400,1548000,100,1000021712.4699998,999865.0,{},Market Order,16339413,1548100,300,4,1
326,15240,1548400,800,1548300,8652,1547900,800,1547800,800,1000068155.4699998,999565.0,{},No action,,,,,
327,15300,1548000,600,1547900,600,1547400,179,1547300,800,1000068155.4699998,999565.0,{},No action,,,,,
328,15357,1547700,400,1547600,100,1547300,400,1547200,700,1000068155.4699998,999565.0,{},No action,,,,,
329,15376,1548000,600,1547900,400,1547400,200,1547300,700,1000068155.4699998,999565.0,{},Limit Order,16453489,1547900,500,1,-1
330,15378,1548000,600,1547900,800,1547400,200,1547300,700,1000068155.4699998,999565.0,"{16453489: (1547900, 500, 300, 0.375)}",Cancel Order,16453489,1547900,500,3,-1
331,15412,1547900,900,1547800,200,1547300,500,1547200,700,1000068155.4699998,999565.0,{},No action,,,,,
332,15444,1548000,700,1547900,700,1547400,200,1547300,800,1000068155.4699998,999565.0,{},Limit Order,16482625,1547800,9,1,-1
333,15622,1547800,100,1547700,100,1547400,100,1547300,1000,1000069548.4899998,999556.0,{},No action,,,,,
334,15740,1547300,700,1547100,100,1546900,100,1546800,900,1000069548.4899998,999556.0,{},Limit Order,16624233,1546900,200,1,1
335,15987,1546800,100,1546700,10,1546600,100,1546500,600,1000038610.4899998,999756.0,{},Market Order,16656625,1546700,10,4,-1
336,16069,1547200,500,1547100,600,1546600,200,1546500,600,1000037063.7899997,999766.0,{},Limit Order,16705041,1546600,400,1,1
337,16071,1547200,400,1547100,600,1546600,600,1546500,600,1000037063.7899997,999766.0,"{16705041: (1546600, 400, 200, 0.3333333333333333)}",Cancel Order,16705041,1546600,400,3,1
338,16110,1547200,700,1547100,300,1546600,700,1546500,600,1000037063.7899997,999766.0,{},No action,,,,,
339,16243,1547200,500,1547100,700,1546700,100,1546600,600,1000037063.7899997,999766.0,{},No action,,,,,
340,16356,1546100,200,1546000,200,1545700,1700,1545600,600,1000037063.7899997,999766.0,{},Limit Order,16812057,1546000,100,1,-1
341,16357,1546100,200,1546000,300,1545700,1700,1545600,600,1000037063.7899997,999766.0,"{16812057: (1546000, 100, 200, 0.6666666666666666)}",Cancel Order,16812057,1546000,100,3,-1
342,16464,1545700,500,1545600,200,1545100,535,1545000,9540,1000037063.7899997,999766.0,{},No action,,,,,
343,16822,1544300,500,1544200,100,1543700,400,1543600,550,1000037063.7899997,999766.0,{},Limit Order,16922753,1544100,1000,1,-1
344,16941,1544100,2200,1544000,1000,1543500,100,1543400,600,1000037063.7899997,999766.0,{},Limit Order,16965613,1543500,100,1,1
345,16947,1544000,900,1543900,112,1543500,200,1543400,600,1000037063.7899997,999766.0,"{16965613: (1543500, 100, 100, 0.5)}",Cancel Order,16965613,1543500,100,3,1
346,16989,1544000,600,1543900,600,1543300,858,1543200,610,1000037063.7899997,999766.0,{},No action,,,,,
347,17019,1544100,2400,1544000,100,1543500,200,1543400,500,1000037063.7899997,999766.0,{},Limit Order,17035841,1543800,100,1,-1
348,17067,1543700,600,1543600,200,1543300,458,1543200,610,1000044782.7899997,999716.0,{},No action,,,,,
349,17159,1543500,132,1543400,232,1543000,793,1542900,500,1000044782.7899997,999716.0,{},Market Order,2345005,1543000,2,4,1
350,17254,1543800,1000,1543700,1132,1543300,100,1543200,720,1000045091.3899997,999714.0,{},Market Order,17106501,1543300,30,4,1
351,17315,1543900,500,1543800,200,1543500,100,1543400,100,1000049721.2899997,999684.0,{},No action,,,,,
352,17349,1544100,2200,1544000,200,1543700,100,1543600,200,1000049721.2899997,999684.0,{},Limit Order,17171161,1544100,500,1,-1
353,17407,1544000,700,1543800,600,1543400,100,1543300,100,1000049721.2899997,999684.0,{},Limit Order,17187285,1543300,500,1,1
354,17482,1544100,2300,1544000,200,1543800,100,1543700,100,1000049721.2899997,999684.0,{},No action,,,,,
355,17532,1544000,600,1543900,100,1543500,200,1543400,600,1000049721.2899997,999684.0,{},Limit Order,17232201,1543900,100,1,-1
356,17533,1544000,600,1543900,200,1543500,200,1543400,600,1000049721.2899997,999684.0,"{17232201: (1543900, 100, 100, 0.5)}",Cancel Order,17232201,1543900,100,3,-1
357,17543,1544000,600,1543900,200,1543500,200,1543400,600,1000049721.2899997,999684.0,{},Limit Order,17254757,1543900,100,1,-1
358,17544,1544000,600,1543900,300,1543500,200,1543400,600,1000049721.2899997,999684.0,"{17254757: (1543900, 100, 200, 0.6666666666666666)}",Cancel Order,17254757,1543900,100,3,-1
359,17624,1543700,600,1543600,600,1543000,500,1542900,700,1000049721.2899997,999684.0,{},No action,,,,,
360,17707,1543700,1100,1543600,1217,1543000,500,1542900,800,1000049721.2899997,999684.0,{},No action,,,,,
361,17722,1543700,1200,1543600,111,1543000,700,1542900,800,1000049721.2899997,999684.0,{},No action,,,,,
362,17738,1543800,1000,1543700,200,1543200,200,1543100,500,1000049721.2899997,999684.0,{},Market Order,17283281,1543700,100,4,-1
363,17906,1544100,2200,1544000,100,1543500,900,1543400,800,1000034284.2899997,999784.0,{},Limit Order,17372873,1544000,100,1,-1
364,17909,1544100,2200,1544000,200,1543500,900,1543400,800,1000034284.2899997,999784.0,"{17372873: (1544000, 100, 100, 0.5)}",Cancel Order,17372873,1544000,100,3,-1
365,17951,1544200,100,1544100,2400,1543800,400,1543700,300,1000034284.2899997,999784.0,{},Limit Order,17391949,1544200,500,1,-1
366,17965,1544200,700,1544100,2364,1543800,650,1543700,700,1000034284.2899997,999784.0,"{17391949: (1544200, 500, 100, 0.14285714285714285)}",Limit Order,17409121,1543800,300,1,1
367,18079,1544300,500,1544200,200,1543800,750,1543700,600,1000034284.2899997,999784.0,{},No action,,,,,
